author,comment,"Labeling (1=Pro 2=Kontra, 3=Netral)",likeCount,replyCount,publishedAt,cleaning
@fajarkhairudin9411,Ada Bulungan coy! Mudahan jadi rame dan buka banyak lapangan kerja.,3,3,1,2023-03-26T11:05:51Z,Ada Bulungan coy Mudahan jadi ramai dan buka banyak lapangan kerja
@idumbastian8547,Pakde jadi presiden visi misinya jelas banget.,3,0,0,2023-03-26T11:04:38Z,Pakde jadi presiden visi misinya jelas banget
@irfanelios6109,Komen ah 😂 nanti balik lagi klo ibukotanya udh jadi 🗿,3,1,1,2023-03-26T11:02:29Z,Komentar ah  nanti balik lagi kalau ibu kotanya sudah jadi
@AbdulKarim-sz1nr,"Jujur sebenarnya saya adalah time traveler dan saya udah melewati tahun 2090 saat itu Indonesia menjadi negara yang paling maju dan menjadi negara adidaya didunia. Indonesia mulai bergerak maju drastis itu pada tahun 2025. Layak nya China, Indonesia menyalip Amerika di tahun 2045. Setiap daerah dan kota di Indonesia menjadi maju dan setiap daerah dirancang khusus.",3,3,3,2023-03-26T11:00:44Z,Jujur sebenarnya saya adalah time traveler dan saya sudah melewati tahun  saat itu Indonesia menjadi negara yang paling maju dan menjadi negara adidaya didunia Indonesia mulai bergerak maju drastis itu pada tahun  Layak nya China Indonesia menyalip Amerika di tahun  Setiap daerah dan kota di Indonesia menjadi maju dan setiap daerah dirancang khusus
@madeagustina1546,Jakarta sudah sumpek,3,0,1,2023-03-26T10:59:23Z,Jakarta sudah sumpek
@anaindochanel3580,Sy sih sah sah aja sebagai masyarakat biasa mendukung pembangunan modern ikn ke depan cuman masukan tentang sampah sampah ke depannya agar masyarakat disana betul betul peduli dan kesadarannya semoga kelestarian alam dijaga sepaten patennya kebersihan ibu kota IKN jadi  paling steril disana bravo.,3,2,2,2023-03-26T10:58:54Z,Saya sih sah sah saja sebagai masyarakat biasa mendukung pembangunan modern ikn ke depan cuma masukan tentang sampah sampah ke depannya agar masyarakat disana betul betul peduli dan kesadarannya semoga kelestarian alam dijaga sepaten patennya kebersihan ibu kota IKN jadi  paling steril disana bravo
@konsumenoppo4900,"Semoga mangkrak lah biar hutang negara ga karu-karuan kasian rakyat Indonesia jadi tumbal proyek ugal ugalan yg ga jelas,hidup PKI 🤣",2,0,0,2023-03-26T10:58:09Z,Semoga mangkrak lah biar hutang negara tidak karukaruan kasihan rakyat Indonesia jadi tumbal proyek ugal ugalan yang tidak jelas hidup PKI
@MrBudyK-gv5cf,Pindah ibu kota ? Boleh boleh aja. Tapi pakai konsep..nggak grabak grubuk kaya sopir tembak batak aja kaya tahun besok mau kiamat aja grabak grubuk,1,0,0,2023-03-26T10:56:07Z,Pindah ibu kota  Boleh boleh saja Tapi pakai konsep tidak grabak grubuk kaya sopir tembak batak aja kaya tahun besok mau kiamat saja grabak grubuk
@AgusSusanto-zw1iv,"Kalo buat gue sih bukan ibu kota nya ya g pindah, , , tapi system&#39; nya yang harus bisa merangkul di semua aspek kaum kaum atas sampai ke bawa hingga tidak ada yang susah untuk mencari makan.",3,6,2,2023-03-26T10:49:57Z,Kalo buat saya sih bukan ibu kota nya ya tidak pindah   tapi sistem nya yang harus bisa merangkul di semua aspek kaum kaum atas sampai ke bawah hingga tidak ada yang susah untuk mencari makan
@andivaokta7338,"Gua sebagai orang semarang setuju ibu kota dipindahkan, males banget denger orang yang bilang Jawa sentris tapi praktek nya di jakarta doang.",1,8,2,2023-03-26T10:49:18Z,Saya sebagai orang semarang setuju ibu kota dipindahkan malas banget denger orang yang bilang Jawa sentris tapi praktek nya di jakarta doang
@tperfect4093,"Artinya indonesia sudah di kuasai cina ,karena bisnis2 besar perkebunan sawit ,pertambangan china ada di sana ,tentu ibukota harus ada di sana ,untuk mendekatkan dan mengamankan bisnis2 mereka",3,0,0,2023-03-26T10:49:11Z,Artinya indonesia sudah dikuasai china karena bisnis besar perkebunan sawit pertambangan china ada di sana tentu ibukota harus ada di sana untuk mendekatkan dan mengamankan bisnis mereka
@perspektifkuchannel5995,Biar tidak tenggelam. Mumpung masih ada waktu,3,2,0,2023-03-26T10:46:32Z,Biar tidak tenggelam Mumpung masih ada waktu
@na_journey,Sesungguhnya ini semakin membuka bahwa Indonesia tdk hanya Jawa saja dalam segala hal....,3,11,9,2023-03-26T10:45:14Z,Sesungguhnya ini semakin membuka bahwa Indonesia tidak hanya Jawa saja dalam segala hal
@ramaadira6132,Baru tau detail detail proyeknya,3,1,0,2023-03-26T10:41:44Z,Baru tahu detail detail proyeknya
@rohmatrori6463,Alhamdulillah..<br>Terima kasih Pak Prseden IR JOKO WIDODO <br>MANTAP IBU KOTA NUSANTARA INDONESIA 🇮🇩🇮🇩,3,1,0,2023-03-26T10:38:46Z,Alhamdulillah Terima kasih Pak Presiden IR JOKO WIDODO MANTAP IBU KOTA NUSANTARA INDONESIA
@alkey5607,Tepat nya juga pas di tnggah dan sebrang2an ma pulau sulawesi...,3,1,1,2023-03-26T10:31:48Z,Tepat nya juga pas di tengah dan seberangan sama pulau sulawesi
@aryowibowo4905,"Banyak orang yang menentang kepindahan ibu kota RI. Menurut saya supaya punya martabat,  NKRI bangsa yang Besar, Masa tidak mampu bangun ibu kota. <br>Banyak yang tidak paham bahwa Istana Kepresidenan tersebut adalah tinggalan Belanda, apa tidak malu ...? kalau ada oknum Belanda  klem bahwa Istana Kepresidenan adalah miliknya. Sebab mereka bangun. Maka Bung Karno sudah merencanakan bangun  ibu kota tsb <br>Supaya sebagai bangsa yang besar punya martabat.",1,1,1,2023-03-26T10:30:52Z,Banyak orang yang menentang kepindahan ibu kota RI Menurut saya supaya punya martabat  NKRI bangsa yang Besar Masa tidak mampu bangun ibu kota Banyak yang tidak paham bahwa Istana Kepresidenan tersebut adalah peninggalan Belanda apa tidak malu  kalau ada oknum Belanda  klaim bahwa Istana Kepresidenan adalah miliknya Sebab mereka bangun Maka Bung Karno sudah merencanakan bangun  ibu kota tersebut Supaya sebagai bangsa yang besar punya martabat
@syaifula1341,Semoga kedepannya presiden tdk hrs org jawa terus.,3,0,1,2023-03-26T10:27:26Z,Semoga kedepannya presiden tidak harus orang jawa terus
@Jokobe8090,"Moga semua rencana bisa terealisasikan, dan Indonesia bisa menjadi contoh kota modern dimasa depan. Amin.",1,33,2,2023-03-26T10:21:23Z,Semoga semua rencana bisa terealisasikan dan Indonesia bisa menjadi contoh kota modern di masa depan Amin
@maspepen1480,Fasilitas pendidikan ntah kapan digebrak nya,3,0,1,2023-03-26T10:20:10Z,Fasilitas pendidikan entah kapan digebrak nya
@bramaxperia345,"Penduduk  j k t  8 juta  org,,sumpek, macet cet  di  mana2,,banjir ga bisa di atasi  lagi  ,,polusi ,,,multi  masalah, dpd  uang  nx  habis buat jkt,,,,,,mendingan  buat  ibu  kota  baru,,,,",3,0,1,2023-03-26T10:18:44Z,Penduduk  jakarta   juta  orang sumpek macet  di  mana mana banjir tidak bisa diatasi  lagi  polusi multi  masalah dpd  uang  nya habis buat jakarta mendingan  buat  ibu  kota  baru
@antoniusanggawicaksonobsi4431,"Yang tidak boleh dilupakan adalah pembangunan daerah penyangganya. Terutama kota Balikpapan yg jadi pintu gerbang keluar dan masuk ke Nusantara. Apakah akan ada upgrade infrastruktur pendukung? Terutama jalan, pelabuhan, bandara, dan transportasi massal. Dengan banyaknya pendatang saat ini terlepas dari proyek Nusantara, kota Balikpapan sudah mulai padat. Berasa kyk tiba2 penuh jalan rayanya dan org2 pendatang ini nih membawa kebiasaan berkendara yg tidak tertib. Kemudian tidak ada tranportasi umum yg kapasitas besar, masih sekelas angkot. Klo mau upgrade ke bis, infra jalannya nggak mampu karena sempit... Ya kompleks lah.. buat penduduk yg lahir dan besar di Balikpapan tapi belum pernah tinggal di jkt, harus membiasakan diri utk kondisi padat merayap ya. Ya kira-kira sampai 15 -25 tahun kedepan selama pengembangan Nusantara 😂😂😂",3,14,5,2023-03-26T10:16:33Z,Yang tidak boleh dilupakan adalah pembangunan daerah penyangganya Terutama kota Balikpapan yang jadi pintu gerbang keluar dan masuk ke Nusantara Apakah akan ada upgrade infrastruktur pendukung Terutama jalan pelabuhan bandara dan transportasi massal Dengan banyaknya pendatang saat ini terlepas dari proyek Nusantara kota Balikpapan sudah mulai padat Berasa kayak tiba tiba penuh jalan rayanya dan orang pendatang ini nih membawa kebiasaan berkendara yang tidak tertib Kemudian tidak ada tranportasi umum yang kapasitas besar masih sekelas angkot Kalau mau upgrade ke bis infra jalannya tidak mampu karena sempit Ya kompleks lah buat penduduk yang lahir dan besar di Balikpapan tapi belum pernah tinggal di jakarta harus membiasakan diri untuk kondisi padat merayap ya Ya kirakira sampai   tahun ke depan selama pengembangan Nusantara
@muhamadkoko4476,IKN LEBIH CEPAT LEBIH BAIK PINDAH DARIPADA JAKARTA TENGGELAM TERUS DIKELILINGI KADRUN KHILAFAH HTI FPI,1,0,0,2023-03-26T10:13:21Z,IKN LEBIH CEPAT LEBIH BAIK PINDAH DARIPADA JAKARTA TENGGELAM TERUS DIKELILINGI KADRUN KHILAFAH HTI FPI
@AladimAladaim88-wc8ng,Hebat ngomongin uang bikin konten ikn 😊👍👍,3,2,1,2023-03-26T09:54:46Z,Hebat membicarakan uang bikin konten ikn
@mH-ss8ig,Bakal ada berita Jakarta jd kota hantu gk ya di masa depan,3,0,1,2023-03-26T09:53:11Z,Bakal ada berita Jakarta jadi kota hantu tidak ya di masa depan
@yogastandby_,Semoga terealisasi 😊,1,0,2,2023-03-26T09:52:21Z,Semoga terealisasi
@jajatmunajat3643,Kekayaan kalimantan dapat di kontrol dgn ketat karena ibu kota di kalimantan Timur karena banyak kekayaan sumber daya alam terutama tambang dapat di kontrol,3,0,1,2023-03-26T09:51:22Z,Kekayaan kalimantan dapat dikontrol dengan ketat karena ibu kota di kalimantan Timur karena banyak kekayaan sumber daya alam terutama tambang dapat dikontrol
@kanghasanudin3142,Semoga DIJAGA oleh CHINA PRIVATE ARMY 🙏🙏🙏<br>Sukses terus,3,1,6,2023-03-26T09:50:24Z,Semoga DIJAGA oleh CHINA PRIVATE ARMY Sukses terus
@Nurdin0946,Biar tidal macet,3,0,1,2023-03-26T09:49:11Z,Biar tidak macet
@yulhaidir4712,"Th 1983<br>saya masih duduk di bangku kelas 3 SD,<br>sudah mendengar arti dan maksud serta tujuan dari<br>Nusantara,,,<br>Th 2023 ini usia saya 50 th,<br>Dan Nusantara itu baru akan diwujudkan,,,<br>Itu artinya kita butuh waktu setidak nya selama kurun 50 tahun, untuk benar benar mewujudkan Nusantara yang kita cintai.<br>Salam dari Pelaju Rambutan Banyuasin Sumatera Selatan.",3,4,2,2023-03-26T09:47:53Z,Tahun saya masih duduk di bangku kelas  SD sudah mendengar arti dan maksud serta tujuan dari Nusantara Tahun  ini usia saya  tahun Dan Nusantara itu baru akan diwujudkan Itu artinya kita butuh waktu setidaknya selama kurun  tahun untuk benar benar mewujudkan Nusantara yang kita cintai Salam dari Pelaju Rambutan Banyuasin Sumatera Selatan
@flanker9968,"Yang pindah seharusnya pusat pemerintahan nya saja,,<br> Jakarta tetap sebagai simbol dan sejarah perjuangan bangsa Indonesia. .",3,0,2,2023-03-26T09:47:35Z,Yang pindah seharusnya pusat pemerintahan nya saja Jakarta tetap sebagai simbol dan sejarah perjuangan bangsa Indonesia
@abdulmulksidqi4718,"Mudah2an benar terealisasikan, dan UU yang dibuat agar pemerintah selanjutnya tetap meneruskan tidak ada celah kata, kalimat, atau pasal. <br>Takutnya karna beda pemerintahan jadi ga dilanjutin aja, duitnya ga main2 soalnya kan 😅",1,3,1,2023-03-26T09:45:47Z,Mudah mudahan benar terealisasikan dan UU yang dibuat agar pemerintah selanjutnya tetap meneruskan tidak ada celah kata kalimat atau pasal Takutnya karena beda pemerintahan jadi tidak dilanjutkan saja duitnya tidak main main soalnya kan
@adiaryuna,"Menonton info ini.... Sungguh asyik di masa depan, dan merasa bangga.... <br>TAPI.....? <br>apakah aku masih hidup? <br>Ato reinkarnasi berikutnya? 😭",3,0,2,2023-03-26T09:43:24Z,Menonton informasi ini Sungguh asyik di masa depan dan merasa bangga TAPI apakah saya masih hidup Atau reinkarnasi berikutnya
@kristinosumedi77,Sila ke - 5 Keadilan Sosial Bagi Seluruh Rakyat Indonesia,3,2,0,2023-03-26T09:40:43Z,Sila ke   Keadilan Sosial Bagi Seluruh Rakyat Indonesia
@adiari02,"<a href=""https://www.youtube.com/watch?v=9q7ns-RecAo&amp;t=66"">1:06</a> ukuran luasnya mirip kota palangkaraya dong",3,2,0,2023-03-26T09:40:31Z,ukuran luasnya mirip kota palangkaraya dong
@MTA820,Gak mungkin sih hutannya bisa dilestarikan,2,0,1,2023-03-26T09:39:09Z,Tidak mungkin sih hutannya bisa dilestarikan
@pikiranbaru1785,"IKN klo jadi pindah dikalimantan bahaya rawan kerusuhan antar suku,,  kesukuan dikalimantan lebih kental klo dibanding dijawa,suku disana mintanya di istimewakan.",2,1,0,2023-03-26T09:38:30Z,IKN klo jadi pindah dikalimantan bahaya rawan kerusuhan antar suku  kesukuan di kalimantan lebih kental kalau dibanding di jawa suku disana mintanya di istimewakan
@hariesok7919,"Ibo kota dipindahin biar yg demo sedikit sebab yg demo kaga pada punya ongkos, itu mungkin yg diharap pemerintah😅😅😅",3,0,1,2023-03-26T09:37:54Z,Ibu kota dipindahin biar yang demo sedikit sebab yang demo tidak pada punya ongkos itu mungkin yang diharap pemerintah
@shrimpcat99,"Berarti yg pindah ke IKN pusat pemerintahannya ya kak. Secara Ekonomi, bakal masih terpusat si pulau Jawa Kan?",3,0,1,2023-03-26T09:35:55Z,Berarti yg pindah ke IKN pusat pemerintahannya ya kak Secara Ekonomi bakal masih terpusat si pulau Jawa Kan
@matavisual_,Jawa kebanyakan kadrun ..mentalitas nya abad 7.. mau gamau harus pindah kalau mau peradaban abad 21 tetap ada dan maju,3,0,0,2023-03-26T09:35:39Z,Jawa kebanyakan kadrun mentalitas nya abad  mau tidak mau harus pindah kalau mau peradaban abad  tetap ada dan maju
@nday444,"Program bodoh....ibukota pindah ke Palangkaraya, Samarinda, Balikpapan... bukan hutan😂",3,0,1,2023-03-26T09:34:34Z,Program bodoh ibu kota pindah ke Palangkaraya Samarinda Balikpapan bukan hutan
@duddydjaya1004,Otak rata2 tidak akan ngerti,3,0,1,2023-03-26T09:20:51Z,Otak rata tidak akan mengerti
@oceaja648,Mimpi.....,3,0,0,2023-03-26T09:18:50Z,Mimpi
@terascerita7739,Keputusan berani dan harus didukung,3,1,1,2023-03-26T09:11:04Z,Keputusan berani dan harus didukung
@pt.qafcogroup2861,Jadi ajang korupsi dan bancakan para pejabat yang telah memiliki tanah nya,2,1,1,2023-03-26T09:10:53Z,Jadi ajang korupsi dan bancakan para pejabat yang telah memiliki tanahnya
@fassser2556,"Tunda dulu deh pindahnya, ekonomi rakyat lagi berat sekarang belum pulih banget seusai covid 😢",3,1,1,2023-03-26T09:10:45Z,Tunda dulu deh pindahnya ekonomi rakyat lagi berat sekarang belum pulih banget seusai covid
@yudistirasugiatmodjo,katanya kalimantan amazon indonesia<br>katanya kalimantan paru2 dunia<br>ternyata benar hanya katanya ...,3,1,2,2023-03-26T09:10:19Z,katanya kalimantan amazon indonesia katanya kalimantan paru paru dunia ternyata benar hanya katanya
@bambangpamularsih378,"Mudah 2 masih ada berkelanjutan program infrastruktur yang sudah di jalan kan , jangan sampai berhenti 👍🏼",3,5,1,2023-03-26T09:04:20Z,Mudah  masih ada berkelanjutan program infrastruktur yang sudah di jalan kan  jangan sampai berhenti
@timotiussugijanto8110,"Pengalaman th 2017 ketika pusat pemerintahan dikepung kelompok tertentu maka pemerintah lumpuh, nah kl di Kalimantan untuk mengepung gedung pemerintahan sangatlah sulit apalagi disana ada kekuatan lain yg akan menandingi, sehingga keamanan akan lebih terjamin. 🙏",3,12,2,2023-03-26T09:01:33Z,Pengalaman tahun  ketika pusat pemerintahan dikepung kelompok tertentu maka pemerintah lumpuh nah kalau di Kalimantan untuk mengepung gedung pemerintahan sangatlah sulit apalagi disana ada kekuatan lain yang akan menandingi sehingga keamanan akan lebih terjamin
@masmmaw,"ya, semoga sesuai rencana, <br>beda kepala beda lagi rencananya.",1,2,0,2023-03-26T08:58:45Z,ya semoga sesuai rencana beda kepala beda lagi rencananya
@sugengsamanea4149,"Mendekatkan jangkauan rudal China dari pangkalan militer mereka di Mischief Reef, Kepulauan Spratly LCS, sehingga akurasi dan jarak tembak rudal2 mereka pas dapat menjangkau IKN dengan sempurna 💯✨",3,3,2,2023-03-26T08:57:58Z,Mendekatkan jangkauan rudal China dari pangkalan militer mereka di Mischief Reef Kepulauan Spratly LCS sehingga akurasi dan jarak tembak rudal mereka pas dapat menjangkau IKN dengan sempurna
@sandechoir,wajah baru indonesia di mata dunia,1,2,0,2023-03-26T08:56:14Z,wajah baru indonesia di mata dunia
@zahrulnimotv9269,tetap Djawa adalah kunci<br>karena kesuburan tanah karena banyak gunung dan perbukitan dan anekaragam budaya,3,2,0,2023-03-26T08:56:14Z,tetap Jawa adalah kunci karena kesuburan tanah karena banyak gunung dan perbukitan dan aneka ragam budaya
@horang_miskin212,Saya 5 jam dari masa depan belum melihat perkembangan IKN,3,0,0,2023-03-26T08:54:16Z,Saya  jam dari masa depan belum melihat perkembangan IKN
@noeagoes5028,Jokowi SEUMUR HIDUP.,3,0,0,2023-03-26T08:54:04Z,Jokowi SEUMUR HIDUP
@rahmanrahman8498,Saya setuju. Kota negara baru. Tepatnya ditengah tengah negara Indonesia.,1,1,0,2023-03-26T08:53:25Z,Saya setuju Kota negara baru Tepatnya di tengah tengah negara Indonesia
@pristv93,"Lepas dari persoalan IKN ini, gue salut sama channel ngomongin uang, bukan soal isi risetnya, semua channel bisa meriset informasi yang sama, tapi yang bikin gue salut itu penyajian informasinya mulai dari Alur, Narasi sampai Editing nyaa kereeennnnn, ga semua channel bisaa......yang terpenting suara Lunaaa nyaaa ahhh",3,28,3,2023-03-26T08:51:54Z,Lepas dari persoalan IKN ini saya salut sama channel membicarakan uang bukan soal isi risetnya semua channel bisa meriset informasi yang sama tapi yang bikin saya salut itu penyajian informasinya mulai dari Alur Narasi sampai Editing nyaa keren tidak semua channel bisa yang terpenting suara Luna nya ah
@muhammadulla4900,Knp gak d papua aja atau d sulawesi,3,0,1,2023-03-26T08:49:25Z,Kenapa tidak di papua saja atau di sulawesi
@VivoV-pg7xk,Kok...kmu byk nnya sih...pindah ya pindah,3,0,0,2023-03-26T08:44:43Z,Kok kamu banyak nanya sih pindah ya pindah
@bamyogmemory5591,Dadrun auto panic,3,0,0,2023-03-26T08:37:06Z,Dadrun auto panic
@khoirulafif6664,"99.99% cuman cita&quot; .<br>ongkos terlalu mahal buat bangun peradaban baru, bukan negara penguasa teknologi, masih banyak yg korup, mimpi boleh tapi kudu realistis kalo maksa endingnya malah sengsara 😵",3,0,2,2023-03-26T08:35:47Z,cuman cita ongkos terlalu mahal buat bangun peradaban baru bukan negara penguasa teknologi masih banyak yang korupsi mimpi boleh tapi harus realistis kalo maksa endingnya malah sengsara
@dendisuradi1939,bakalan sepi awokwok,2,0,1,2023-03-26T08:33:10Z,bakalan sepi awokwok
@chromia8972,semoga secepatnya pindah 🤲🤲,1,1,1,2023-03-26T08:20:41Z,semoga secepatnya pindah
@wengkumahayana2395,Komen cuman buat kesini lagi di tahun tahun mendatang,3,1,1,2023-03-26T08:19:30Z,Komentar cuma buat kesini lagi di tahun tahun mendatang
@ruangkelasplus,Insightnya keren sih. Apresiasi untuk tim risetnya. 🙌<br>Semoga IKN baru benar benar sesuai yg diharapkan,1,92,1,2023-03-26T08:17:56Z,Insightnya keren sih Apresiasi untuk tim risetnya Semoga IKN baru benar benar sesuai yang diharapkan
@hitacihuciha7088,Menghindar dri para demo,3,0,2,2023-03-26T08:16:58Z,Menghindar dari para demo
@koboi491,"Salut buat pemerintahan Jokowi yg berani ambil resiko, semoga berhasil &amp; dapat mengatasi berbagai masalah pembangunan IKN.",1,3,0,2023-03-26T08:14:46Z,Salut buat pemerintahan Jokowi yang berani ambil risiko semoga berhasil dapat mengatasi berbagai masalah pembangunan IKN
@indrakusnara,Kasihan Jakarta sudah sesak bgt,3,0,2,2023-03-26T08:14:17Z,Kasihan Jakarta sudah sesak bgt
@starscream8697,Jawa dah penuh.<br>Anak2 lahir kayak ternakan gak terhitung banyak nya.<br>Halal haram pada lahiran.<br>Mana mau duduk ?<br>Mau kasi kerjaan apa makan apa.<br>Kalimantan masih banyak kosong.<br>Maka kesana lah.<br>Gitu aja pada nanya2.<br>Dayak gak pinter bisa d akalin,3,1,0,2023-03-26T08:13:10Z,Jawa dah penuh Anak lahir kayak ternakan tidak terhitung banyaknya Halal haram pada lahiran Mana mau duduk Mau kasih kerjaan apa makan apa Kalimantan masih banyak kosong Maka kesana lah Gitu aja pada nanya Dayak tidak pinter bisa diakalin
@kimjongunjongun8327,Alasan 1-mnghindar org yg teriak nasbung<br>Alasan 2-mnghindar org yg suka teriak kopar kapir<br>Alasan 3-ibukota di kalimtan lbh aman drpd jkt😂,3,0,1,2023-03-26T08:03:35Z,Alasan menghindar orang yang teriak nasbung Alasan menghindar orang yang suka teriak kopar kapir Alasan ibu kota di kalimantan lebih aman daripada jakarta
@adityawardhana5103,Ganti presiden paling mangkrak,3,1,0,2023-03-26T08:02:44Z,Ganti presiden paling mangkrak
@user-uu8zd2fd1n,"Bukan BAKALAN,, Tapi memang SUDAH RESMI apalagi sangat di kontribusikan oleg bersama DPR RI.",3,0,1,2023-03-26T07:58:45Z,Bukan BAKALAN Tapi memang SUDAH RESMI apalagi sangat di kontribusikan oleh bersama DPR RI
@ahowogut3217,Yg penting korupsinya yg ikut pindah,3,0,1,2023-03-26T07:55:31Z,Yang penting korupsinya yang ikut pindah
@GassingGassinggassing,"Mau di pindahin kemanapun kalau ekonomi nya g merata,  sama aja boong",3,1,1,2023-03-26T07:52:41Z,Mau dipindahin kemanapun kalau ekonominya tidak merata  sama saja bohong
@aangardewa4181,Siap siap perang dagang dengan sarawak,2,0,2,2023-03-26T07:52:24Z,Siap siap perang dagang dengan sarawak
@royhan4100,Aku sebagai perantau penyangga sangat mendukung beban jdi penyangga jakarta aja sudah rame banget macetnya ituloh&#39;bangun jalanpun harus korbanin bangunan2 yg sudah ada.keputusan yg sangat bagus jika ibukota dipindah dari pulau jawa.,1,4,1,2023-03-26T07:50:22Z,saya sebagai perantau penyangga sangat mendukung beban jadi penyangga jakarta saja sudah ramai banget macetnya itu loh bangun jalan pun harus korbanin bangunan yang sudah ada keputusan yang sangat bagus jika ibukota dipindah dari pulau jawa
@GassingGassinggassing,"Ngutang sambil di korupsi, yg di percaya ngutang korupsi dan yg di percaya membangun juga di korupsi,  imbasnya rakyat kecil yg menanggung dan jadi korban",2,1,1,2023-03-26T07:50:14Z,Berhutang sambil di korupsi yang dipercaya berhutang korupsi dan yang dipercaya membangun juga dikorupsi  imbasnya rakyat kecil yang menanggung dan jadi korban
@togoglain3988,"Lahir dijawa sampai dewasa belum pernah keibukota.pas sudah menikah merantau dipenajam paser utara yg termasuk pelosok ,eh sekarang mlah ibukota nya pindah kesini.luar biasa senengnya",1,12,1,2023-03-26T07:43:32Z,Lahir di jawa sampai dewasa belum pernah ke ibu kota pas sudah menikah merantau di penajam paser utara yang termasuk pelosok eh sekarang malah ibu kota nya pindah kesini luar biasa senengnya
@farikkun1841,"Mungkin ikut2 negara timteng yg bikin kota artifisial futuristik jargon jargon somethign something. Saudi lagi buat wall Maryam untuk menangkal rumbling Titan dari pulau Paradis tapi sepertinya akan rumbled dengan sendirinya awokawok.<br>Jangan lupa ibukota baru Myanmar yg artifisial juga sampe sekarang masih sepi.<br>Bikin kota baru from the scrath agak redflag menurutku. Banyak negara yg ibukotanya tetap di pusat ekonomi dan berhasil kok. Jakarta tenggelam ya contoh Tokyo. Bikin sistem pengairan yg bagus untuk se-jabodetabek, larang semua pengambilan air tanah. Kalo kapasitas pemerintahan Indonesia gak sanggup untuk mengatasi masalah Jakarta, bikin ibukota baru form the scratch berasa kek lari dan cuci tangan. Atau mungkin ada influensi dari perusahaan SDA agar lebih dekat dgn pemerintah",3,1,1,2023-03-26T07:42:20Z,Mungkin ikut negara timur tengah yang bikin kota artifisial futuristik jargon jargon something something Saudi lagi buat wall Maryam untuk menangkal rumbling Titan dari pulau Paradis tapi sepertinya akan rumbled dengan sendirinya awokawok Jangan lupa ibu kota baru Myanmar yg artifisial juga sampe sekarang masih sepi Bikin kota baru from the scrath agak redflag menurutku Banyak negara yg ibu kotanya tetap di pusat ekonomi dan berhasil kok Jakarta tenggelam ya contoh Tokyo Bikin sistem pengairan yg bagus untuk sejabodetabek larang semua pengambilan air tanah Kalo kapasitas pemerintahan Indonesia gak sanggup untuk mengatasi masalah Jakarta bikin ibukota baru form the scratch berasa kaya lari dan cuci tangan Atau mungkin ada influensi dari perusahaan SDA agar lebih dekat dengan pemerintah
@onezein01,PEMBANGUNAN ADALAH PELICIN KORUPSI🔥🔥🔥<br>Covid dan Resesi Pun di Hantam Demi IKN Maksain 🤣🤣🤣,2,2,2,2023-03-26T07:34:30Z,PEMBANGUNAN ADALAH PELICIN KORUPSI Covid dan Resesi Pun di Hantam Demi IKN memaksakan
@goodguy1183,Kalo di umpamakan Jakarta tu kaya HDD yang penuh dan lemot makanya harus upgrade ke SSD emang lebih mahal tapi joss,3,3,5,2023-03-26T07:33:57Z,Kalo di umpamakan Jakarta tu kaya HDD yang penuh dan lemot makanya harus upgrade ke SSD memang lebih mahal tapi jos
@richardwijaya4783,Min terus gedung MPR DPR jadi apa nanti nya kalo semua di ikn :(,3,0,1,2023-03-26T07:33:18Z,Min terus gedung MPR DPR jadi apa nanti nya kalo semua di ikn
@cecepjuanda8970,Agar menjauhi orang orang koropsi kadrun kadrun,3,0,0,2023-03-26T07:32:54Z,Agar menjauhi orang orang korupsi kadrun kadrun
@betweenearthandsky8553,"Pahit manis ketika aku merantau ke Ibu kota Jakarta , Alhamdulillah semua yang aku impikan terwujud dengan kerja keras yang di lakukan.",3,18,0,2023-03-26T07:27:16Z,Pahit manis ketika saya merantau ke Ibu kota Jakarta  Alhamdulillah semua yang saya impikan terwujud dengan kerja keras yang di lakukan
@wonderwomanchanel4598,Jaya Nusantaraku kalimantan pulau yang pas,1,1,0,2023-03-26T07:22:55Z,Jaya Nusantaraku kalimantan pulau yang pas
@habibmus429,Semoga pulau kalimantan tidak ada kadrun perusak tatanan kehidupan,3,14,3,2023-03-26T07:22:03Z,Semoga pulau kalimantan tidak ada kadrun perusak tatanan kehidupan
@firmaninaya2761,😂😂😂😂😂,3,0,1,2023-03-26T07:21:28Z,
@mariunus,Sukses selalu buat pembangunan IKN.,1,6,0,2023-03-26T07:20:37Z,Sukses selalu buat pembangunan IKN
@naufalhaniefbenjaminholt4259,"semoga jangan dibabat hutannya,apartemen sepertinya lebih baik daripada perumahan yang memakan banyak lahan",3,5,7,2023-03-26T07:18:48Z,semoga jangan dibabat hutannya apartemen sepertinya lebih baik daripada perumahan yang memakan banyak lahan
@encengmohammadsoleh6078,"Kenapa kita gak seperti Jerman aja? Yang mana pusat pemerintahan dan ekonomi gak di 1 kota aja. Frankfurt, Bonn, Berlin, Hamburg, adalah kota kota pusat pemerintahan &amp; Ekonomi Jerman",3,1,2,2023-03-26T07:17:34Z,Kenapa kita tidak seperti Jerman saja Yang mana pusat pemerintahan dan ekonomi tidak di  kota saja Frankfurt Bonn Berlin Hamburg adalah kota kota pusat pemerintahan Ekonomi Jerman
